Contract_ID,Collection_Period,Domain_Type,Deployment_Gas,Owner_Gas,User_Gas,Admin_Gas,Mean_Gas,Vulnerability_Count,Vulnerability_Score,Fairness_Variance,Loop_Gas_Share,Storage_Gas_Share,Runtime_ms,Anomaly_Flag
C_2025_02239,Nov-2025,Marketplace,109044.3,51841.33,105888.18,58315.76,72015.09,4,0.8,0.335,0.361,0.593,77.28,0
C_2025_02240,Nov-2025,Wallet,116841.77,42090.35,72072.22,51275.73,55146.1,0,0.0,0.227,0.383,0.615,91.75,0
C_2025_02241,Nov-2025,DeFi,143649.46,55242.14,402839.35536558705,64634.45,83710.05,7,0.4,0.7824936052128165,0.371,0.621,87.72,1
C_2025_02242,Nov-2025,Wallet,100379.85,35694.02,47915.57,35658.96,39756.18,2,0.4,0.145,0.383,0.628,50.05,0
C_2025_02243,Nov-2025,DAO,104152.15,35271.11,59054.18,45611.26,46645.51,3,0.6,0.209,0.389,0.572,82.48,0
C_2025_02244,Nov-2025,Wallet,98413.1,49142.98,76429.19,52136.27,59236.15,1,0.2,0.206,0.383,0.622,75.97,0
C_2025_02245,Nov-2025,NFT,161509.44,54370.71,106742.45,69401.93,76838.36,3,0.6,0.287,0.385,0.642,40.6,0
C_2025_02246,Nov-2025,Wallet,106082.99,53434.81,95792.59,66309.34,71845.58,4,0.8,0.247,0.37,0.585,63.74,0
C_2025_02247,Nov-2025,Token,65080.54,63587.67,143598.61,76183.59,94456.62,0,0.0,0.372,0.382,0.594,65.11,0
C_2025_02248,Nov-2025,NFT,178925.45,60500.39,142255.08,71700.36,91485.28,2,0.4,0.396,0.351,0.558,64.07,0
C_2025_02249,Nov-2025,Energy,134266.55,54212.38,255218.5145242318,55769.29,64895.56,5,0.4,0.416300275762198,0.376,0.609,82.28,1
C_2025_02250,Nov-2025,Token,65948.76,48596.33,93898.11,56742.93,66412.46,1,0.2,0.297,0.362,0.648,67.34,0
C_2025_02251,Nov-2025,Token,64971.16,51400.52,76364.55,56693.8,61486.29,0,0.0,0.175,0.395,0.632,79.92,0
C_2025_02252,Nov-2025,Token,75741.23,64776.54,161665.83,65501.97,97314.78,5,1.0,0.468,0.36,0.6,79.11,0
C_2025_02253,Nov-2025,DAO,90869.81,50242.15,383864.1452615704,48290.85,71989.42,6,0.2,0.8351594197147999,0.368,0.644,53.22,1
C_2025_02254,Nov-2025,Token,82952.47,50584.66,82224.44,59492.81,64100.64,0,0.0,0.208,0.393,0.632,94.2,0
C_2025_02255,Nov-2025,Token,63546.51,54411.99,93537.36,65206.56,71051.97,0,0.0,0.232,0.366,0.562,65.02,0
C_2025_02256,Nov-2025,Token,53506.06,52069.43,64286.03,61845.07,59400.18,0,0.0,0.089,0.399,0.572,76.51,0
C_2025_02257,Nov-2025,Token,59604.06,49200.42,89241.63,54450.31,64297.45,2,0.4,0.276,0.36,0.581,46.4,0
C_2025_02258,Nov-2025,DeFi,134994.85,49762.93,93006.74,59553.92,67441.2,2,0.4,0.275,0.388,0.638,49.43,0
C_2025_02259,Nov-2025,NFT,179023.78,49475.49,109589.4,50120.47,69728.45,2,0.4,0.404,0.368,0.578,77.11,0
C_2025_02260,Nov-2025,DAO,115084.88,52524.98,73636.29,64560.67,63573.98,1,0.2,0.136,0.395,0.595,50.84,0
C_2025_02261,Nov-2025,Wallet,108825.29,40140.36,87966.57,52137.6,60081.51,4,0.8,0.338,0.396,0.59,90.69,0
C_2025_02262,Nov-2025,Token,66614.28,46818.08,100958.29,60805.65,69527.34,2,0.4,0.33,0.368,0.57,53.67,0
C_2025_02263,Nov-2025,Healthcare,113138.93,38083.12,90562.0,48178.6,58941.24,0,0.0,0.386,0.354,0.575,54.03,0
C_2025_02264,Nov-2025,Wallet,107343.22,43566.9,85567.26,49285.7,59473.29,1,0.2,0.313,0.385,0.633,59.05,0
C_2025_02265,Nov-2025,Marketplace,107016.13,45951.92,63348.36,49947.14,53082.47,0,0.0,0.14,0.373,0.572,80.63,0
C_2025_02266,Nov-2025,DeFi,130772.54,46444.47,65966.69,41818.45,51409.87,2,0.4,0.204,0.383,0.611,66.03,0
C_2025_02267,Nov-2025,Token,72588.11,48417.14,73530.74,51289.44,57745.77,3,0.6,0.194,0.39,0.649,78.34,0
C_2025_02268,Nov-2025,Energy,114063.13,51549.24,121089.05,63755.29,78797.86,2,0.4,0.385,0.351,0.604,63.94,0
C_2025_02269,Nov-2025,DeFi,96932.77,41366.71,98992.33,43173.11,61177.38,3,0.6,0.437,0.388,0.621,58.07,0
C_2025_02270,Nov-2025,DAO,106554.97,46118.09,63197.32,46943.27,52086.23,1,0.2,0.151,0.398,0.619,90.97,0
C_2025_02271,Nov-2025,DeFi,140565.08,57025.71,99126.68,58731.8,71628.06,3,0.6,0.272,0.39,0.579,40.54,0
C_2025_02272,Nov-2025,DeFi,131200.41,61212.63,127981.76,77487.59,88893.99,2,0.4,0.32,0.365,0.63,64.7,0
C_2025_02273,Nov-2025,DAO,80433.36,34768.88,71258.68,37843.39,47956.99,0,0.0,0.345,0.375,0.641,48.77,0
C_2025_02274,Nov-2025,Token,71576.39,63295.44,137551.21,60778.82,87208.49,3,0.6,0.408,0.387,0.628,61.86,0
C_2025_02275,Nov-2025,DeFi,153396.13,40823.48,53945.36,48753.42,47840.75,0,0.0,0.113,0.36,0.616,45.41,0
C_2025_02276,Nov-2025,Marketplace,123691.56,53613.3,126197.88,53816.51,77875.9,1,0.2,0.439,0.371,0.606,79.26,0
C_2025_02277,Nov-2025,Token,52102.13,59813.17,132039.52,69422.8,87091.83,1,0.2,0.368,0.381,0.595,49.29,0
C_2025_02278,Nov-2025,DAO,95550.96,41508.22,164854.9242017096,46437.88,47863.61,6,0.6,0.20481470524642473,0.372,0.611,77.18,1
C_2025_02279,Nov-2025,DeFi,146229.22,57401.31,117492.38,53824.71,76239.47,5,1.0,0.383,0.393,0.65,82.85,0
C_2025_02280,Nov-2025,DeFi,119257.08,51530.9,370195.6354868421,60982.93,74345.1,5,0.2,0.5949143133066735,0.383,0.58,81.81,1
C_2025_02281,Nov-2025,Token,71218.85,41224.11,228273.53189553638,37250.02,47917.38,6,0.2,0.4165119848218611,0.383,0.643,93.31,1
C_2025_02282,Nov-2025,NFT,188827.13,45277.11,75142.76,57057.43,59159.1,1,0.2,0.208,0.37,0.584,83.18,0
C_2025_02283,Nov-2025,DeFi,155461.18,43400.14,86069.68,55997.27,61822.37,4,0.8,0.29,0.353,0.58,57.61,0
C_2025_02284,Nov-2025,Token,55148.25,48047.31,88650.55,55988.85,64228.9,2,0.4,0.274,0.394,0.644,73.98,0
C_2025_02285,Nov-2025,Healthcare,106507.77,51818.31,89667.09,53348.37,64944.59,1,0.2,0.269,0.382,0.587,87.34,0
C_2025_02286,Nov-2025,Healthcare,95217.58,54634.39,89434.76,67690.28,70586.48,1,0.2,0.203,0.382,0.585,56.17,0
C_2025_02287,Nov-2025,Energy,92140.1,48966.64,76851.86,45285.89,57034.8,1,0.2,0.247,0.398,0.609,83.31,0
C_2025_02288,Nov-2025,Token,68661.37,59321.26,248561.70425626799,62994.32,69409.72,5,0.4,0.32853904538262546,0.38,0.622,93.78,1
C_2025_02289,Nov-2025,DAO,102597.74,56773.78,120499.67,68430.07,81901.17,3,0.6,0.338,0.355,0.63,53.88,0
C_2025_02290,Nov-2025,Token,63894.72,45059.94,102098.61,42835.15,63331.23,1,0.2,0.433,0.355,0.585,44.6,0
C_2025_02291,Nov-2025,Healthcare,100352.74,56382.81,106012.16,54898.56,72431.18,1,0.2,0.328,0.387,0.559,56.32,0
C_2025_02292,Nov-2025,Marketplace,108501.73,56012.27,383845.48299091146,72623.28,88071.65,6,0.2,0.6823996984283239,0.39,0.566,53.86,1
C_2025_02293,Nov-2025,Marketplace,106013.63,61409.87,89781.19,71263.11,74151.39,1,0.2,0.159,0.364,0.572,60.89,0
C_2025_02294,Nov-2025,DeFi,141771.61,57739.33,119016.99,52110.57,76288.96,0,0.0,0.397,0.361,0.577,48.05,0
C_2025_02295,Nov-2025,DeFi,118972.4,48758.37,106050.86,59245.72,71351.65,1,0.2,0.349,0.395,0.647,51.13,0
C_2025_02296,Nov-2025,DeFi,142262.27,53913.92,102533.31,55495.17,70647.47,2,0.4,0.319,0.396,0.624,53.27,0
C_2025_02297,Nov-2025,Wallet,130516.47,56201.85,77682.38,58639.34,64174.52,2,0.4,0.15,0.356,0.602,70.12,0
C_2025_02298,Nov-2025,NFT,198002.57,38317.71,49402.65,36710.51,41476.96,1,0.2,0.136,0.394,0.564,77.07,0
C_2025_02299,Nov-2025,DAO,92055.41,37012.17,81217.9,40705.43,52978.5,2,0.4,0.378,0.388,0.611,73.86,0
C_2025_02300,Nov-2025,Token,74429.57,34925.36,45827.49,36445.37,39066.07,2,0.4,0.123,0.387,0.552,65.55,0
C_2025_02301,Nov-2025,Energy,107784.62,52149.96,64716.99,55975.86,57614.27,2,0.4,0.091,0.383,0.575,81.35,0
C_2025_02302,Nov-2025,DAO,106078.05,41299.89,84780.85,50854.52,58978.42,2,0.4,0.316,0.356,0.572,87.57,0
C_2025_02303,Nov-2025,Token,65555.4,43602.22,89091.9,51636.5,61443.54,2,0.4,0.323,0.359,0.57,40.66,0
C_2025_02304,Nov-2025,NFT,160965.35,47941.8,77566.73,55194.63,60234.39,2,0.4,0.209,0.357,0.569,93.4,0
C_2025_02305,Nov-2025,DeFi,110289.75,51638.07,414380.78502575174,54637.02,74893.21,7,0.4,0.6709321155830036,0.375,0.639,87.78,1
C_2025_02306,Nov-2025,NFT,146297.09,53068.32,91509.11,68471.58,71016.34,2,0.4,0.222,0.377,0.593,78.66,0
C_2025_02307,Nov-2025,NFT,175497.27,59494.18,375085.9171318249,61642.78,76573.81,4,0.0,0.4919084802304989,0.397,0.582,84.04,1
C_2025_02308,Nov-2025,DeFi,143706.11,55411.05,133972.77,63686.6,84356.81,1,0.2,0.418,0.381,0.627,54.94,0
C_2025_02309,Nov-2025,Healthcare,120046.51,55790.4,127232.47,57193.7,80072.19,1,0.2,0.417,0.387,0.596,72.86,0
C_2025_02310,Nov-2025,NFT,151664.52,47675.96,68245.2,44387.63,53436.26,2,0.4,0.198,0.353,0.596,80.57,0
C_2025_02311,Nov-2025,DeFi,122650.5,44124.36,66257.49,46755.07,52378.97,1,0.2,0.188,0.386,0.611,44.46,0
C_2025_02312,Nov-2025,Token,62033.63,67825.24,163793.55,68891.57,100170.12,2,0.4,0.449,0.395,0.599,77.34,0
C_2025_02313,Nov-2025,DeFi,123374.65,44833.21,87960.03,46071.09,59621.44,1,0.2,0.336,0.382,0.599,40.25,0
C_2025_02314,Nov-2025,Marketplace,98454.38,64793.64,106534.21,60754.32,77360.72,0,0.0,0.268,0.361,0.644,63.79,0
C_2025_02315,Nov-2025,DeFi,132401.97,43931.77,63376.32,48299.6,51869.23,2,0.4,0.161,0.373,0.622,63.83,0
C_2025_02316,Nov-2025,Wallet,117338.25,58871.98,102065.63,64852.94,75263.52,3,0.6,0.254,0.374,0.641,57.74,0
C_2025_02317,Nov-2025,Healthcare,108526.74,57218.61,74147.73,71626.75,67664.36,1,0.2,0.11,0.357,0.616,93.78,0
C_2025_02318,Nov-2025,Wallet,108836.35,42078.89,60375.95,50411.12,50955.32,0,0.0,0.147,0.362,0.57,70.39,0
C_2025_02319,Nov-2025,DeFi,130481.62,58643.51,74812.5,65994.8,66483.6,1,0.2,0.099,0.354,0.569,81.03,0
C_2025_02320,Nov-2025,NFT,195528.39,68544.82,104484.5,70799.58,81276.3,2,0.4,0.202,0.379,0.562,65.7,0
C_2025_02321,Nov-2025,DeFi,128371.24,54784.74,127232.21,54925.62,78980.86,3,0.6,0.432,0.382,0.55,53.93,0
C_2025_02322,Nov-2025,Healthcare,104141.76,47873.99,208265.30322030795,49235.95,57321.96,8,0.8,0.4254067017583932,0.374,0.615,43.06,1
C_2025_02323,Nov-2025,Marketplace,103535.11,52337.35,72349.42,50446.7,58377.83,4,0.8,0.17,0.381,0.591,48.0,0
C_2025_02324,Nov-2025,Wallet,100845.0,53123.97,76916.56,65187.35,65075.96,2,0.4,0.149,0.37,0.619,80.7,0
C_2025_02325,Nov-2025,Marketplace,116031.82,50087.52,423239.63468864595,53341.79,75254.51,7,0.6,0.8038058685110685,0.379,0.64,82.91,1
C_2025_02326,Nov-2025,DeFi,122131.95,53533.0,89185.14,53173.36,65297.17,1,0.2,0.259,0.368,0.606,64.12,0
C_2025_02327,Nov-2025,DeFi,122083.19,47773.16,346931.5906796065,43213.18,67900.62,5,0.0,0.7872322494950394,0.391,0.65,79.99,1
C_2025_02328,Nov-2025,Marketplace,91821.28,53076.53,64683.38,48211.78,55323.9,1,0.2,0.125,0.4,0.568,79.09,0
C_2025_02329,Nov-2025,DeFi,132091.23,40404.43,52719.49,48756.48,47293.47,1,0.2,0.109,0.392,0.605,90.69,0
C_2025_02330,Nov-2025,NFT,174840.64,52507.3,79269.12,63421.77,65066.06,1,0.2,0.169,0.392,0.628,55.07,0
C_2025_02331,Nov-2025,Marketplace,91638.43,36117.51,192304.77957373692,34923.8,45816.32,6,0.4,0.5089763574698645,0.391,0.602,52.69,1
C_2025_02332,Nov-2025,DeFi,146387.88,54795.53,88504.81,63459.93,68920.09,0,0.0,0.207,0.367,0.641,90.12,0
C_2025_02333,Nov-2025,DeFi,155763.7,55114.9,127327.55,70735.64,84392.7,2,0.4,0.368,0.354,0.592,83.48,0
C_2025_02334,Nov-2025,DeFi,131866.56,50773.53,166198.77957276718,56402.37,57167.07,3,0.0,0.14599765292949005,0.36,0.64,67.32,1
C_2025_02335,Nov-2025,NFT,210212.56,43276.52,59437.21,44588.98,49100.9,0,0.0,0.149,0.383,0.647,85.49,0
C_2025_02336,Nov-2025,Wallet,112877.56,58829.02,110229.57,62505.93,77188.17,1,0.2,0.303,0.353,0.645,40.21,0
C_2025_02337,Nov-2025,DeFi,148232.6,41569.67,94082.05,41492.55,59048.09,2,0.4,0.42,0.352,0.57,51.04,0
C_2025_02338,Nov-2025,NFT,177623.03,47981.68,81279.41,60157.25,63139.45,1,0.2,0.218,0.382,0.638,68.85,0
C_2025_02339,Nov-2025,Healthcare,121415.33,47377.48,75961.27,44144.89,55827.88,2,0.4,0.256,0.379,0.609,91.07,0
C_2025_02340,Nov-2025,Token,56972.53,42249.41,74892.51,44056.24,53732.72,5,1.0,0.279,0.399,0.572,79.29,0
C_2025_02341,Nov-2025,DeFi,150016.25,51145.66,93074.96,62069.12,68763.25,3,0.6,0.258,0.36,0.647,78.13,0
C_2025_02342,Nov-2025,Token,48908.07,57433.52,194493.28408684643,60170.47,63279.48,6,0.2,0.1942912449366831,0.359,0.601,72.22,1
C_2025_02343,Nov-2025,DAO,115921.79,38250.68,90671.01,41665.29,56862.32,2,0.4,0.421,0.355,0.598,72.35,0
C_2025_02344,Nov-2025,Wallet,88213.05,43797.06,89052.23,39453.82,57434.37,2,0.4,0.39,0.355,0.574,52.92,0
C_2025_02345,Nov-2025,Wallet,120890.08,52742.27,109385.14,55120.61,72416.01,3,0.6,0.361,0.398,0.648,64.74,0
C_2025_02346,Nov-2025,Marketplace,104379.82,56572.31,95231.38,54644.82,68816.17,0,0.0,0.272,0.383,0.601,52.71,0
C_2025_02347,Nov-2025,Marketplace,89642.5,39609.57,98373.07,49172.37,62385.0,2,0.4,0.413,0.383,0.647,61.47,0
C_2025_02348,Nov-2025,DeFi,112442.28,58254.1,90072.83,65807.48,71378.13,4,0.8,0.19,0.37,0.614,68.49,0
C_2025_02349,Nov-2025,Wallet,105356.19,62553.93,125334.25,58489.75,82125.97,3,0.6,0.373,0.377,0.62,58.7,0
C_2025_02350,Nov-2025,Wallet,110111.86,44037.25,87287.39,39736.42,57020.35,0,0.0,0.377,0.36,0.585,69.76,0
C_2025_02351,Nov-2025,Marketplace,97559.99,42361.01,98707.67,40582.7,60550.46,3,0.6,0.446,0.372,0.552,75.54,0
C_2025_02352,Nov-2025,DeFi,117443.41,52267.81,94124.28,66177.93,70856.67,0,0.0,0.246,0.373,0.596,84.59,0
C_2025_02353,Nov-2025,NFT,185747.31,55381.76,92769.46,51439.4,66530.21,2,0.4,0.28,0.398,0.595,74.78,0
C_2025_02354,Nov-2025,Energy,95845.79,51058.47,91882.95,57080.01,66673.81,3,0.6,0.27,0.362,0.569,47.79,0
C_2025_02355,Nov-2025,Token,61814.58,49686.39,88370.17,64361.86,67472.81,2,0.4,0.236,0.374,0.579,89.18,0
C_2025_02356,Nov-2025,DAO,107951.06,39450.52,77499.05,43617.14,53522.24,1,0.2,0.318,0.369,0.629,69.04,0
C_2025_02357,Nov-2025,Token,61886.31,49352.31,107558.47,63608.85,73506.54,3,0.6,0.337,0.351,0.615,67.12,0
C_2025_02358,Nov-2025,Marketplace,118376.59,58091.88,144319.88,64140.7,88850.82,1,0.2,0.442,0.374,0.637,42.33,0
C_2025_02359,Nov-2025,Energy,89849.5,57800.86,86121.18,58413.32,67445.12,0,0.0,0.196,0.374,0.556,79.52,0
C_2025_02360,Nov-2025,NFT,151000.09,45910.42,87611.29,59201.65,64241.12,3,0.6,0.271,0.395,0.57,87.24,0
C_2025_02361,Nov-2025,Marketplace,113969.15,48806.11,76400.33,62019.84,62408.76,1,0.2,0.181,0.399,0.559,52.02,0
C_2025_02362,Nov-2025,Marketplace,111927.34,49854.66,91489.89,55845.39,65729.98,3,0.6,0.28,0.365,0.56,75.44,0
C_2025_02363,Nov-2025,Token,60452.19,44014.99,103635.4,45366.35,64338.91,2,0.4,0.432,0.368,0.591,89.26,0
C_2025_02364,Nov-2025,Marketplace,97437.73,37825.33,83887.73,45525.91,55746.32,4,0.8,0.361,0.375,0.578,56.66,0
C_2025_02365,Nov-2025,Marketplace,103836.21,46803.49,67389.41,43305.92,52499.61,4,0.8,0.202,0.395,0.601,43.69,0
C_2025_02366,Nov-2025,Healthcare,104863.38,43569.94,54751.06,44603.3,47641.43,0,0.0,0.106,0.362,0.577,94.69,0
C_2025_02367,Nov-2025,Wallet,100811.86,43789.09,91642.93,54462.37,63298.13,2,0.4,0.324,0.36,0.583,73.51,0
C_2025_02368,Nov-2025,Marketplace,127336.53,41118.72,62007.72,48536.42,50554.29,1,0.2,0.171,0.378,0.619,53.13,0
C_2025_02369,Nov-2025,Token,69104.34,56215.37,84566.32,72517.26,71099.65,2,0.4,0.163,0.377,0.566,63.62,0
C_2025_02370,Nov-2025,Wallet,129091.3,44717.35,64844.55,54946.38,54836.09,1,0.2,0.15,0.389,0.613,56.94,0
C_2025_02371,Nov-2025,Token,52667.47,42773.89,84401.49,44187.56,57120.98,2,0.4,0.338,0.366,0.572,61.47,0
C_2025_02372,Nov-2025,Wallet,127143.82,77013.07,167956.33,75139.25,106702.88,2,0.4,0.406,0.384,0.631,60.82,0
C_2025_02373,Nov-2025,Wallet,116106.02,52618.56,115594.8,48076.45,72096.6,5,1.0,0.427,0.353,0.596,42.55,0
C_2025_02374,Nov-2025,Token,70587.46,36767.72,58920.62,43171.11,46286.48,3,0.6,0.201,0.392,0.633,57.71,0
C_2025_02375,Nov-2025,Healthcare,97294.6,41252.48,93016.57,50850.34,61706.46,1,0.2,0.364,0.357,0.597,94.93,0
C_2025_02376,Nov-2025,DeFi,122223.47,45361.16,55428.04,53974.37,51587.86,1,0.2,0.086,0.39,0.58,47.42,0
C_2025_02377,Nov-2025,Healthcare,99906.51,48726.07,75146.16,51090.91,58321.05,3,0.6,0.205,0.378,0.584,79.92,0
C_2025_02378,Nov-2025,Wallet,121879.41,62202.43,384298.69392028253,72975.44,86596.87,7,0.4,0.5408864389209607,0.394,0.584,46.88,1
C_2025_02379,Nov-2025,DAO,90022.53,60742.36,137286.83,65134.9,87721.36,1,0.2,0.4,0.36,0.589,73.37,0
C_2025_02380,Nov-2025,Marketplace,120956.8,64658.88,160643.22,76067.04,100456.38,1,0.2,0.426,0.353,0.581,47.51,0
C_2025_02381,Nov-2025,DAO,133528.61,71377.25,139011.58,85516.46,98635.1,2,0.4,0.295,0.367,0.576,49.72,0
C_2025_02382,Nov-2025,Token,82209.31,64450.26,96380.09,76358.02,79062.79,1,0.2,0.167,0.37,0.639,68.62,0
C_2025_02383,Nov-2025,Wallet,94918.78,43780.66,66387.28,41149.76,50439.23,1,0.2,0.225,0.365,0.555,82.98,0
C_2025_02384,Nov-2025,DeFi,129486.15,49341.36,95983.08,52490.55,65938.33,1,0.2,0.323,0.39,0.647,59.14,0
C_2025_02385,Nov-2025,DeFi,134741.45,62516.6,138703.74,73707.0,91642.44,4,0.8,0.367,0.375,0.6,73.57,0
C_2025_02386,Nov-2025,Healthcare,116357.27,41451.12,74345.96,47589.29,54462.12,1,0.2,0.262,0.361,0.638,66.84,0
C_2025_02387,Nov-2025,Healthcare,97074.0,55307.06,137518.63,61583.32,84803.0,1,0.2,0.441,0.364,0.632,56.95,0
C_2025_02388,Nov-2025,DeFi,130211.24,50523.16,116088.8,46942.39,71184.78,2,0.4,0.447,0.36,0.586,54.49,0
C_2025_02389,Nov-2025,Token,52366.71,59214.58,94848.17,58205.04,70755.93,1,0.2,0.241,0.398,0.565,90.23,0
C_2025_02390,Nov-2025,DeFi,100918.0,40916.45,61403.96,47229.96,49850.12,2,0.4,0.172,0.396,0.648,63.71,0
C_2025_02391,Nov-2025,DeFi,115809.4,67307.8,108933.87,62658.68,79633.45,2,0.4,0.261,0.379,0.638,51.97,0
C_2025_02392,Nov-2025,DAO,116635.32,44854.01,68698.96,43813.12,52455.36,1,0.2,0.219,0.394,0.612,62.33,0
C_2025_02393,Nov-2025,Wallet,117326.56,50369.99,67857.4,49518.04,55915.15,2,0.4,0.151,0.357,0.592,42.73,0
C_2025_02394,Nov-2025,DeFi,120857.83,51787.63,202832.73247246977,56659.54,58166.37,7,0.4,0.19139234557470255,0.4,0.603,60.64,1
C_2025_02395,Nov-2025,Energy,95283.44,46328.93,86444.69,49828.71,60867.45,1,0.2,0.298,0.366,0.601,43.21,0
C_2025_02396,Nov-2025,Marketplace,101358.05,50565.58,106238.99,46759.06,67854.54,4,0.8,0.401,0.386,0.564,58.67,0
C_2025_02397,Nov-2025,DeFi,130067.94,55579.1,359802.56253562984,51998.08,81390.47,4,0.2,0.8747181889145182,0.382,0.558,49.65,1
C_2025_02398,Nov-2025,NFT,192393.64,43254.4,61124.99,53577.18,52652.19,0,0.0,0.139,0.352,0.59,93.87,0
C_2025_02399,Nov-2025,DeFi,117729.97,58750.28,125282.99,57575.53,80536.26,1,0.2,0.393,0.373,0.627,81.91,0
C_2025_02400,Nov-2025,DAO,119410.04,50230.98,77502.35,50036.31,59256.55,2,0.4,0.218,0.38,0.587,81.11,0
C_2025_02401,Nov-2025,Wallet,112746.19,60815.66,73113.59,70214.49,68047.91,1,0.2,0.077,0.373,0.647,56.4,0
C_2025_02402,Nov-2025,Energy,101825.46,44782.1,86270.08,57317.28,62789.82,1,0.2,0.277,0.382,0.612,72.83,0
C_2025_02403,Nov-2025,DeFi,136152.27,41695.61,73351.49,37836.13,50961.08,2,0.4,0.312,0.398,0.56,80.28,0
C_2025_02404,Nov-2025,Marketplace,105941.76,45391.8,88155.1,51615.55,61720.82,4,0.8,0.306,0.361,0.566,62.0,0
C_2025_02405,Nov-2025,Marketplace,92166.05,53941.75,76388.93,61337.62,63889.43,2,0.4,0.146,0.355,0.644,58.53,0
C_2025_02406,Nov-2025,Wallet,99726.71,50720.67,119887.4,61668.95,77425.67,3,0.6,0.392,0.369,0.597,74.95,0
C_2025_02407,Nov-2025,Healthcare,111798.07,55412.56,128238.56,68994.84,84215.32,1,0.2,0.375,0.382,0.595,44.48,0
C_2025_02408,Nov-2025,Marketplace,111181.25,48192.13,110530.84,55878.32,71533.76,2,0.4,0.388,0.355,0.646,63.78,0
C_2025_02409,Nov-2025,DAO,114658.02,66403.17,84403.41,85069.01,78625.2,1,0.2,0.11,0.399,0.624,65.98,0
C_2025_02410,Nov-2025,Token,58088.6,51957.27,100201.41,48292.43,66817.04,3,0.6,0.354,0.362,0.639,71.53,0
C_2025_02411,Nov-2025,DeFi,112785.06,52950.6,122586.22,67373.6,80970.14,2,0.4,0.371,0.393,0.599,49.02,0
C_2025_02412,Nov-2025,DAO,124737.38,59007.44,92818.82,53755.62,68527.29,0,0.0,0.253,0.37,0.567,50.67,0
C_2025_02413,Nov-2025,DAO,115357.36,49159.99,107833.25,50531.52,69174.92,3,0.6,0.395,0.371,0.573,61.26,0
C_2025_02414,Nov-2025,DAO,137094.89,67978.86,148891.23,70937.24,95935.77,3,0.6,0.391,0.395,0.632,75.07,0
C_2025_02415,Nov-2025,Token,59790.59,51937.95,126484.08,48965.77,75795.94,1,0.2,0.473,0.371,0.611,89.99,0
C_2025_02416,Nov-2025,DeFi,134338.96,49798.67,98136.03,48016.95,65317.22,0,0.0,0.355,0.386,0.555,66.42,0
C_2025_02417,Nov-2025,Token,63275.66,40916.81,88989.66,44334.39,58080.28,0,0.0,0.377,0.363,0.587,43.83,0
C_2025_02418,Nov-2025,Wallet,131507.86,61245.59,78443.2,64976.95,68221.91,1,0.2,0.108,0.378,0.585,62.9,0
C_2025_02419,Nov-2025,DeFi,122707.95,53424.47,107108.0,58886.47,73139.65,1,0.2,0.33,0.378,0.598,76.72,0
C_2025_02420,Nov-2025,Marketplace,120945.38,52520.72,63099.39,58407.99,58009.37,0,0.0,0.075,0.355,0.603,81.08,0
C_2025_02421,Nov-2025,Energy,130902.34,42813.52,248765.54937719132,46017.45,55821.26,5,0.2,0.4639559616917905,0.367,0.615,46.38,1
C_2025_02422,Nov-2025,NFT,180336.52,44565.68,85128.8,47777.97,59157.48,0,0.0,0.311,0.371,0.629,88.93,0
C_2025_02423,Nov-2025,DeFi,125159.85,51188.25,106038.13,51003.68,69410.02,1,0.2,0.373,0.389,0.615,73.65,0
C_2025_02424,Nov-2025,Wallet,96118.25,55905.54,99402.16,64475.94,73261.21,2,0.4,0.257,0.389,0.594,76.86,0
C_2025_02425,Nov-2025,Token,70125.15,49494.12,70929.67,57908.22,59444.0,1,0.2,0.148,0.353,0.63,48.66,0
C_2025_02426,Nov-2025,Marketplace,98368.65,56751.91,111701.03,63201.47,77218.14,3,0.6,0.318,0.382,0.554,43.79,0
C_2025_02427,Nov-2025,NFT,198293.76,52183.31,88394.58,47900.95,62826.28,4,0.8,0.289,0.351,0.619,52.71,0
C_2025_02428,Nov-2025,Healthcare,108712.41,59140.36,111765.0,71061.55,80655.64,7,1.0,0.279,0.355,0.577,40.31,0
C_2025_02429,Nov-2025,DeFi,127250.25,41249.85,57357.82,52002.26,50203.31,1,0.2,0.133,0.362,0.632,84.17,0
C_2025_02430,Nov-2025,NFT,173691.43,52774.17,80503.14,63506.54,65594.61,2,0.4,0.174,0.39,0.578,67.94,0
C_2025_02431,Nov-2025,Marketplace,117894.67,50760.46,78504.95,64703.1,64656.17,4,0.8,0.175,0.359,0.637,79.88,0
C_2025_02432,Nov-2025,DeFi,137750.43,39699.77,207255.94840678366,38249.22,49562.15,5,0.2,0.5826237676359838,0.355,0.597,72.46,1
C_2025_02433,Nov-2025,Energy,108605.39,45697.37,70143.66,41687.9,52509.64,0,0.0,0.24,0.357,0.568,84.19,0
C_2025_02434,Nov-2025,DeFi,112914.15,48437.64,169137.82003952333,49366.49,54081.63,6,0.4,0.2650578365031434,0.37,0.606,41.63,1
C_2025_02435,Nov-2025,Healthcare,93964.76,63007.82,76406.04,73691.16,71035.01,2,0.4,0.081,0.376,0.589,78.53,0
C_2025_02436,Nov-2025,Token,58742.51,51250.6,104347.33,60214.09,71937.34,3,0.6,0.323,0.395,0.594,79.81,0
C_2025_02437,Nov-2025,DAO,110266.28,60906.45,104687.98,77118.56,80904.33,1,0.2,0.223,0.368,0.636,91.63,0
